municipality,year,week,season,ndvi,evi,temperature,temperature_max,temperature_min,rainfall_total,humidity,solar_radiation,wind_speed
Oas,2021,18,Hot Dry,0.5805615717477949,0.4246179117191082,28.7328571,29.48,27.83,44.7,81.92,18.95857143,3.428571429
Oas,2021,20,Hot Dry,0.6456700900600292,0.3881864050586737,27.5271429,28.19,27.16,69.36,82.88285714,14.56571429,2.595714286
Oas,2021,21,Hot Dry,0.6008097988751003,0.4298390124158026,28.48,29.28,27.89,8.04,80.43285714,23.27857143,2.687142857
Oas,2021,22,Wet,0.5931709906944849,0.3692708809070391,28.05,28.42,27.63,23.81,80.16,19.25857143,2.482857143
Oas,2021,23,Wet,0.6110981030373313,0.3963155737669055,28.2028571,28.74,27.44,55.5,79.01285714,20.31714286,1.988571429
Oas,2021,24,Wet,0.5271465891454575,0.3182197739549169,27.6214286,28.04,26.95,69.41,83.88571429,18.97,3.382857143
Oas,2021,25,Wet,0.5715452723806249,0.3449292346366013,27.7957143,27.92,27.52,65.32,83.38285714,17.83857143,2.994285714
Oas,2021,26,Wet,0.5637078982389915,0.3414132629401075,28.0085714,28.1,27.86,69.72,86.16571429,13.70857143,7.562857143
Oas,2021,28,Wet,0.6168442001582557,0.3691437178133872,28.2242857,28.3,28.14,17.89,85.41714286,19.61285714,6.314285714
Oas,2021,29,Wet,0.6317374312580726,0.4004094929428241,28.3157143,28.48,28.12,8.42,84.78142857,20.52428571,5.785714286
Oas,2021,30,Wet,0.6465869533874279,0.4173032020810742,27.5157143,28.31,26.76,40.0,81.45285714,17.47142857,1.901428571
Oas,2021,31,Wet,0.5628807280151522,0.4036410279850109,27.8,28.26,27.3,57.29,79.91857143,18.88428571,1.688571429
Oas,2021,32,Wet,0.7146829899669878,0.4297552320579199,27.4557143,28.01,27.01,74.75,82.20428571,18.19,2.69
Oas,2021,33,Wet,0.7342415789801983,0.4608598838674465,27.5414286,28.13,26.59,31.57,81.27142857,18.41142857,1.908571429
Oas,2021,34,Wet,0.7007973500599797,0.5128505491774779,27.5928571,27.88,27.42,95.42,85.60285714,15.35285714,3.971428571
Oas,2021,36,Wet,0.6110221013712928,0.4363973636724811,27.4128571,27.78,27.07,71.55,83.96,17.57428571,2.605714286
Oas,2021,37,Wet,0.6678749115481512,0.4559563684304854,27.55,28.04,27.2,47.54,84.30428571,19.28285714,2.76
Oas,2021,38,Wet,0.5213310431020992,0.3661472924290164,28.2,28.62,27.74,73.65,82.04428571,16.68285714,2.074285714
Oas,2021,39,Wet,0.3587937511460042,0.2653162764488777,27.6671429,28.09,27.36,136.2,84.79428571,10.92571429,4.127142857
Oas,2021,40,Cool Dry,0.5846779359471982,0.3082745885094314,27.43,28.01,26.82,86.89,86.19857143,14.62571429,3.951428571
Oas,2021,41,Cool Dry,0.6282329010402892,0.3648690761357825,27.3828571,27.76,26.91,118.6,85.49142857,11.85428571,4.02
Oas,2021,42,Cool Dry,0.6130655144500669,0.3531192897573486,27.29,27.46,26.93,58.5,81.77714286,16.47857143,4.828571429
Oas,2021,44,Cool Dry,0.6542864199554879,0.3028971770143169,27.5242857,27.83,27.15,75.11,84.08714286,15.41571429,4.812857143
Oas,2021,45,Cool Dry,0.6269311147906583,0.2449150709131224,27.5428571,27.85,27.26,99.96,86.29857143,14.27,4.751428571
Oas,2021,46,Cool Dry,0.564033675,0.3571501744027113,27.3885714,27.75,26.96,74.32,84.16857143,15.08857143,3.53
Oas,2021,47,Cool Dry,0.5545105990951266,0.3325315863948547,27.3985714,27.71,27.1,108.13,85.67,15.49571429,4.441428571
Oas,2021,48,Dry,0.5650905682313984,0.3034021917910066,26.4542857,27.8,25.07,50.67,81.33428571,15.21285714,5.55
Oas,2021,49,Dry,0.5513317286177033,0.2870982715983004,26.0942857,26.82,25.54,134.62,84.58285714,11.66285714,7.23
Oas,2021,50,Dry,0.5765611497539102,0.2973795753680603,26.6042857,27.16,25.88,117.91,87.95142857,10.10714286,6.28
Oas,2021,52,Dry,0.5621758732157657,0.3638243760178897,26.5357143,26.92,26.25,85.64,85.38571429,15.17571429,4.372857143
Oas,2021,53,Dry,0.3524178097867295,0.1724601236181551,25.9114286,26.63,25.23,162.95,86.64428571,13.83857143,4.394285714
Oas,2022,1,Dry,0.406923457,0.251399249,25.328571399999987,25.849999999999966,24.94999999999999,23.22,81.06428571,16.93857143,5.024285714
Oas,2022,2,Dry,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2022,3,Dry,0.613523226,0.285833246,25.411428599999965,25.899999999999977,24.569999999999965,95.24,82.56142857,13.89714286,5.201428571
Oas,2022,4,Dry,0.608906851,0.337123996,26.29142859999999,26.789999999999964,25.96999999999997,114.59,86.65285714,16.00857143,4.122857143
Oas,2022,5,Dry,0.659894568,0.428598666,25.74999999999997,26.079999999999984,25.309999999999974,110.25,86.00571429,12.90857143,5.991428571
Oas,2022,6,Dry,0.460768189,0.306233811,25.844285699999972,26.269999999999982,25.409999999999968,65.08,83.28285714,15.56714286,5.551428571
Oas,2022,7,Dry,0.649436049,0.428674184,26.068571399999968,26.609999999999985,25.289999999999964,31.19,81.77714286,18.89142857,3.94
Oas,2022,8,Dry,0.625908401,0.401652324,26.06142859999997,26.21999999999997,25.899999999999977,98.37,83.52428571,15.86142857,6.167142857
Oas,2022,9,Hot Dry,0.660536449,0.383003614,26.277142899999973,26.519999999999982,25.799999999999983,45.93,83.61857143,18.75571429,5.37
Oas,2022,10,Hot Dry,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2022,11,Hot Dry,0.706802378,0.42667084,27.11571429999998,27.71999999999997,26.819999999999965,30.92,85.40857143,21.92,3.144285714
Oas,2022,12,Hot Dry,0.636248464,0.398047631,27.142857099999986,27.409999999999968,26.72999999999999,12.4,83.16285714,23.08142857,3.907142857
Oas,2022,13,Hot Dry,0.255451337,0.174069599,27.058571399999977,27.409999999999968,26.659999999999968,50.41,81.33285714,22.74142857,4.968571429
Oas,2022,14,Hot Dry,0.639797928,0.412300173,26.92571429999998,27.23999999999998,26.639999999999986,188.08,85.92571429,12.39857143,5.3
Oas,2022,15,Hot Dry,0.692594864,0.392371181,26.86571429999998,27.119999999999976,26.369999999999976,111.24,82.87857143,18.10285714,3.404285714
Oas,2022,16,Hot Dry,0.607529452,0.432589173,27.16571429999999,27.789999999999964,26.419999999999987,32.24,83.54,22.26,4.375714286
Oas,2022,17,Hot Dry,0.599269746,0.446949288,27.56142859999997,27.74999999999997,27.339999999999975,64.74,84.73857143,19.59714286,3.995714286
Oas,2022,18,Hot Dry,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2022,19,Hot Dry,0.56020741,0.374931003,27.85571429999999,28.20999999999998,27.609999999999985,30.27,81.55714286,22.56571429,3.722857143
Oas,2022,20,Hot Dry,0.696870262,0.392964148,27.639999999999986,28.029999999999973,27.329999999999984,49.49,83.48142857,19.75285714,2.731428571
Oas,2022,21,Hot Dry,0.671639823,0.403196765,28.03142859999997,28.419999999999987,27.319999999999965,24.89,82.62428571,22.06857143,2.511428571
Oas,2022,22,Wet,0.673334021,0.45092979,27.92714289999998,28.519999999999982,27.159999999999968,52.73,81.53714286,20.69142857,2.521428571
Oas,2022,23,Wet,0.636211286,0.437299405,28.078571399999987,28.539999999999964,27.659999999999968,34.24,80.48,21.96714286,2.032857143
Oas,2022,24,Wet,0.570506584,0.381856789,27.887142899999986,28.18999999999997,27.45999999999998,24.37,82.64285714,23.21142857,2.665714286
Oas,2022,25,Wet,0.443134469,0.227627903,27.688571399999972,28.039999999999964,27.46999999999997,70.13,82.21285714,18.46142857,2.82
Oas,2022,26,Wet,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2022,27,Wet,0.538974003,0.288694933,27.649999999999977,28.139999999999986,26.94999999999999,63.49,83.80142857,18.68571429,2.27
Oas,2022,28,Wet,0.558492269,0.303338103,28.005714299999966,28.519999999999982,27.47999999999999,45.63,82.78142857,19.50142857,2.014285714
Oas,2022,29,Wet,0.580072037,0.321068254,28.011428599999988,28.409999999999968,27.609999999999985,62.08,82.80571429,18.62285714,2.657142857
Oas,2022,30,Wet,0.63745751,0.369485203,28.10428569999999,28.72999999999999,27.349999999999966,57.33,83.58857143,16.59714286,3.144285714
Oas,2022,31,Wet,0.588772661,0.355997051,27.082857099999984,27.789999999999964,26.529999999999973,103.29,84.05142857,15.81428571,2.602857143
Oas,2022,32,Wet,0.611786777,0.352963826,27.94714289999999,28.529999999999973,27.339999999999975,59.69,78.20285714,19.36857143,1.25
Oas,2022,33,Wet,0.690982169,0.481912436,27.649999999999977,28.20999999999998,27.25999999999999,40.11,81.54857143,14.84571429,2.66
Oas,2022,34,Wet,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2022,35,Wet,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2022,36,Wet,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2022,37,Wet,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2022,38,Wet,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2022,39,Wet,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2022,40,Wet,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2022,41,Cool Dry,0.677975411,0.415001919,27.902857099999977,28.119999999999976,27.71999999999997,41.61,85.40142857,18.33714286,3.875714286
Oas,2022,42,Cool Dry,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2022,43,Cool Dry,0.429827177,0.262380692,27.95285709999999,28.25999999999999,27.549999999999983,237.37,86.64714286,10.95428571,6.261428571
Oas,2022,44,Cool Dry,0.558712132,0.346363668,27.498571399999975,27.869999999999976,26.98999999999998,61.91,85.87857143,15.97142857,3.55
Oas,2022,45,Cool Dry,0.583718708,0.354368205,27.535714299999967,27.909999999999968,27.21999999999997,73.75,86.94428571,14.72571429,3.902857143
Oas,2022,46,Cool Dry,0.574708972,0.308255411,27.201428599999986,27.92999999999998,26.629999999999967,177.17,85.71285714,9.098571429,4.685714286
Oas,2022,47,Cool Dry,0.614974208,0.325244681,27.458571399999983,27.68999999999997,26.95999999999998,51.61,83.15714286,17.41857143,4.358571429
Oas,2022,48,Dry,0.616446462,0.311879068,27.61857139999998,27.789999999999964,27.369999999999976,93.71,84.03714286,13.81428571,5.032857143
Oas,2022,49,Dry,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2022,50,Dry,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2022,51,Dry,0.489141575,0.261930244,25.465714299999973,26.309999999999974,23.95999999999998,236.37,84.64285714,8.238571429,6.798571429
Oas,2022,52,Dry,0.592197911,0.313711267,25.60499999999999,26.71999999999997,24.169999999999987,80.65,86.64833333,13.125,5.585
Oas,2023,1,Dry,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2023,2,Dry,0.175555141,0.139134601,25.47999999999999,25.879999999999967,25.289999999999964,258.59,87.68714286,9.33,5.092857143
Oas,2023,3,Dry,0.280935192,0.167430561,25.882857099999967,26.109999999999985,25.609999999999985,253.16,89.54,8.831428571,6.124285714
Oas,2023,4,Dry,0.55904632,0.318459109,25.17571429999998,25.829999999999984,24.549999999999983,149.1,86.07714286,11.19714286,7.128571429
Oas,2023,5,Dry,0.697642015,0.375131065,25.72714289999999,26.329999999999984,24.94999999999999,83.93,85.83714286,14.25142857,6.452857143
Oas,2023,6,Dry,0.626462043,0.349748442,25.75285709999997,26.029999999999973,25.25999999999999,28.15,83.58,17.55857143,5.124285714
Oas,2023,7,Dry,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2023,8,Dry,0.705197198,0.440950891,26.215714299999973,26.639999999999986,25.72999999999999,56.88,86.93285714,16.52428571,3.591428571
Oas,2023,9,Dry,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2023,10,Hot Dry,0.699428642,0.44958028,25.195714299999963,25.409999999999968,24.849999999999966,9.22,79.94142857,22.12285714,5.204285714
Oas,2023,11,Hot Dry,0.663882717,0.461360388,25.711428599999977,26.119999999999976,24.95999999999998,44.34,81.89,18.88285714,4.941428571
Oas,2023,12,Hot Dry,0.740568638,0.491091849,26.424285699999984,27.21999999999997,24.849999999999966,14.45,81.24142857,22.98428571,3.81
Oas,2023,13,Hot Dry,0.657052391,0.523444337,26.825714299999987,27.059999999999974,26.659999999999968,27.24,81.53428571,21.37,3.77
Oas,2023,14,Hot Dry,0.652356134,0.418499844,26.25999999999999,26.67999999999998,25.75999999999999,21.82,79.15571429,22.09285714,4.472857143
Oas,2023,15,Hot Dry,0.662494729,0.307141183,27.27285709999998,28.149999999999977,26.46999999999997,74.18,82.98857143,17.81285714,3.214285714
Oas,2023,16,Hot Dry,0.601200292,0.414108773,27.80428569999998,27.95999999999998,27.49999999999997,10.78,82.93857143,22.56571429,3.007142857
Oas,2023,17,Hot Dry,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2023,18,Hot Dry,0.670545119,0.401474951,28.08142859999998,28.47999999999999,27.649999999999977,106.29,82.88,19.52,4.325714286
Oas,2023,19,Hot Dry,0.619800754,0.456515678,28.218571399999973,28.649999999999977,27.879999999999967,8.04,79.77857143,22.35,2.902857143
Oas,2023,20,Hot Dry,0.652861667,0.443321972,28.91571429999999,29.289999999999964,28.359999999999985,27.85,78.37,20.50857143,2.182857143
Oas,2023,21,Hot Dry,0.634202742,0.428623588,29.21999999999997,29.779999999999973,28.50999999999999,31.7,76.28285714,22.27285714,2.948571429
Oas,2023,22,Wet,0.652456789,0.378246222,28.758571399999965,29.579999999999984,28.23999999999998,40.02,82.97571429,18.40857143,5.768571429
Oas,2023,23,Wet,0.571880258,0.38278667,28.63571429999999,29.139999999999986,28.089999999999975,30.01,79.40285714,21.19857143,2.975714286
Oas,2023,24,Wet,0.410164233,0.254028289,28.46999999999997,28.879999999999967,28.21999999999997,12.07,81.97142857,21.90428571,3.09
Oas,2023,25,Wet,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2023,26,Wet,0.564391566,0.330283759,28.142857099999986,28.46999999999997,27.649999999999977,48.59,82.63142857,19.07571429,2.248571429
Oas,2023,27,Wet,0.438313233,0.258911041,28.471428599999967,28.769999999999982,28.289999999999964,19.25,82.06,20.94285714,3.028571429
Oas,2023,28,Wet,0.588398412,0.373793135,28.05428569999998,28.599999999999966,27.619999999999976,87.02,85.02,16.30428571,5.33
Oas,2023,29,Wet,0.434538089,0.274476886,28.09571429999997,28.579999999999984,27.579999999999984,89.17,83.46571429,17.25428571,2.757142857
Oas,2023,30,Wet,0.52018781,0.311871948,27.899999999999977,28.359999999999985,27.529999999999973,86.53,85.64142857,14.22285714,7.618571429
Oas,2023,31,Wet,0.588104451,0.361040672,28.23285709999999,28.43999999999997,28.059999999999974,4.1,84.43285714,22.00285714,5.517142857
Oas,2023,32,Wet,0.724408625,0.443906543,28.22714289999999,28.69999999999999,27.72999999999999,11.5,84.67714286,20.47285714,4.192857143
Oas,2023,33,Wet,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2023,34,Wet,0.846876388,0.613698002,28.119999999999976,28.549999999999983,27.589999999999975,28.34,82.78428571,18.01857143,4.024285714
Oas,2023,35,Wet,0.723380577,0.436633505,28.248571399999975,28.43999999999997,27.96999999999997,27.88,84.65142857,17.68142857,7.337142857
Oas,2023,36,Wet,0.70095734,0.496405027,28.72714289999999,29.309999999999974,28.089999999999975,14.85,80.15714286,20.95714286,2.095714286
Oas,2023,37,Wet,0.759150254,0.569520434,28.111428599999982,28.47999999999999,27.519999999999982,69.9,81.65857143,18.38571429,2.188571429
Oas,2023,38,Wet,0.457425772,0.324414327,28.23999999999998,28.669999999999987,27.44999999999999,54.97,80.92142857,16.85142857,2.037142857
Oas,2023,39,Wet,0.677071171,0.44822051,28.434285699999975,29.079999999999984,27.93999999999997,63.42,81.09571429,17.63428571,2.354285714
Oas,2023,40,Cool Dry,0.644581213,0.50491693,28.248571399999975,28.789999999999964,27.95999999999998,16.44,82.61142857,18.96285714,3.562857143
Oas,2023,41,Cool Dry,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2023,42,Cool Dry,0.620073085,0.444551732,27.799999999999983,28.099999999999966,27.44999999999999,68.04,82.53428571,17.88,2.498571429
Oas,2023,43,Cool Dry,0.610017835,0.351854704,27.819999999999965,28.329999999999984,27.329999999999984,49.35,83.29428571,18.06714286,3.481428571
Oas,2023,44,Cool Dry,0.66352366,0.391590343,27.935714299999972,28.18999999999997,27.789999999999964,96.54,83.86857143,15.36428571,3.564285714
Oas,2023,45,Cool Dry,0.593542113,0.4372661,28.02428569999998,28.289999999999964,27.75999999999999,45.93,83.93428571,17.34142857,4.354285714
Oas,2023,46,Cool Dry,0.603445805,0.342233541,27.575714299999987,27.94999999999999,27.019999999999982,212.35,84.59,11.17142857,6.857142857
Oas,2023,47,Cool Dry,0.598143198,0.310437182,27.208571399999983,27.529999999999973,26.829999999999984,181.06,87.92571429,9.352857143,4.71
Oas,2023,48,Dry,0.570432094,0.293593141,27.357142899999985,27.589999999999975,27.129999999999967,101.2,84.76714286,12.94285714,5.235714286
Oas,2023,49,Dry,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2023,50,Dry,0.554733259,0.281776376,27.325714299999987,27.659999999999968,27.109999999999985,58.06,83.54142857,15.45714286,5.451428571
Oas,2023,51,Dry,0.563530615,0.29266045,27.248571399999975,27.49999999999997,26.93999999999997,108.3,84.03285714,14.41571429,4.735714286
Oas,2023,52,Dry,0.368650325,0.188841608,27.23285709999999,27.369999999999976,26.99999999999997,115.36,84.55,15.27857143,5.084285714
Oas,2024,1,Dry,0.571902821,0.290460823,27.015714299999985,27.299999999999983,26.849999999999966,94.0,84.36428571,12.73857143,4.932857143
Oas,2024,2,Dry,0.55089286,0.273572985,26.38571429999999,27.409999999999968,25.539999999999964,85.28,84.71714286,12.46857143,5.784285714
Oas,2024,3,Dry,0.630735175,0.347946818,25.704285699999986,26.289999999999964,25.17999999999998,36.02,79.72714286,16.18428571,5.751428571
Oas,2024,4,Dry,0.637664993,0.337176559,25.20285709999999,26.409999999999968,24.319999999999965,62.16,80.24714286,14.0,6.434285714
Oas,2024,5,Dry,0.736580174,0.42688184,25.641428599999983,26.159999999999968,25.019999999999982,25.39,81.12571429,17.22571429,5.477142857
Oas,2024,6,Dry,0.737906044,0.456399105,25.889999999999986,26.299999999999983,25.159999999999968,23.56,80.26,17.98142857,4.877142857
Oas,2024,7,Dry,0.757570438,0.505741281,25.651428599999974,26.119999999999976,24.809999999999974,33.57,82.05142857,16.16285714,6.005714286
Oas,2024,8,Dry,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2024,9,Dry,0.761282935,0.532967099,26.015714299999985,26.139999999999986,25.849999999999966,8.96,75.05142857,21.3,5.375714286
Oas,2024,10,Hot Dry,0.740584077,0.515001606,26.285714299999967,26.829999999999984,25.869999999999976,18.58,78.11857143,21.13285714,4.454285714
Oas,2024,11,Hot Dry,0.688170638,0.502366566,26.525714299999976,26.839999999999975,25.95999999999998,18.79,80.05571429,21.08142857,4.601428571
Oas,2024,12,Hot Dry,0.597092065,0.545541104,26.362857099999985,26.859999999999985,25.859999999999985,33.56,78.34571429,21.07142857,5.16
Oas,2024,13,Hot Dry,0.686770048,0.429787573,27.134285699999964,27.50999999999999,26.369999999999976,39.23,83.67857143,20.29571429,4.248571429
Oas,2024,14,Hot Dry,0.580988502,0.415515087,27.51285709999999,27.829999999999984,27.049999999999983,13.92,79.52857143,24.25142857,4.74
Oas,2024,15,Hot Dry,0.543006163,0.379337704,27.70285709999999,28.089999999999975,27.369999999999976,12.55,78.46,22.42428571,4.248571429
Oas,2024,16,Hot Dry,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2024,17,Hot Dry,0.507304943,0.39226015,28.899999999999977,29.329999999999984,28.539999999999964,10.02,77.90714286,23.57285714,4.418571429
Oas,2024,18,Hot Dry,0.516741459,0.328683921,29.014285699999988,29.529999999999973,28.42999999999998,7.44,73.85571429,24.73714286,4.43
Oas,2024,19,Hot Dry,0.525470891,0.349364869,29.35142859999999,29.649999999999977,29.039999999999964,13.96,73.01285714,23.71857143,4.128571429
Oas,2024,20,Hot Dry,0.558434543,0.346646782,29.744285699999978,30.23999999999998,29.49999999999997,6.48,73.77714286,23.42285714,3.772857143
Oas,2024,21,Hot Dry,0.621747908,0.383990781,29.335714299999978,30.339999999999975,28.21999999999997,99.68,77.39714286,17.17142857,4.975714286
Oas,2024,22,Wet,0.64655124,0.401417311,28.764285699999988,29.17999999999998,28.47999999999999,33.41,83.24285714,21.06571429,3.417142857
Oas,2024,23,Wet,0.646574509,0.405656207,29.142857099999986,30.279999999999973,28.19999999999999,42.39,78.68,20.31142857,1.972857143
Oas,2024,24,Wet,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2024,25,Wet,0.526960343,0.303146578,28.659999999999968,29.079999999999984,27.899999999999977,39.54,80.20285714,18.60714286,2.334285714
Oas,2024,26,Wet,0.614416448,0.343534012,28.25999999999999,28.49999999999997,27.909999999999968,63.69,83.19428571,18.16857143,3.498571429
Oas,2024,27,Wet,0.263744548,0.169803857,28.194285699999966,28.70999999999998,27.70999999999998,46.58,83.16142857,18.43714286,3.094285714
Oas,2024,28,Wet,0.298542889,0.226494145,28.149999999999977,28.42999999999998,27.46999999999997,66.72,83.38857143,18.11857143,2.595714286
Oas,2024,29,Wet,0.639219483,0.38271327,27.94714289999999,28.269999999999982,27.599999999999966,115.28,85.40142857,15.63142857,4.121428571
Oas,2024,30,Wet,0.649052054,0.362237086,27.86857139999998,28.50999999999999,27.22999999999999,93.09,85.01571429,12.57857143,5.417142857
Oas,2024,31,Wet,0.734503437,0.470812552,28.282857099999973,28.779999999999973,27.73999999999998,27.26,81.13,20.31142857,1.98
Oas,2024,32,Wet,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2024,33,Wet,0.756096599,0.540959794,28.73285709999999,29.019999999999982,28.629999999999967,20.37,81.93857143,22.21142857,2.425714286
Oas,2024,34,Wet,0.512179648,0.340008944,28.438571399999972,28.769999999999982,27.879999999999967,57.05,81.86,17.99,2.028571429
Oas,2024,35,Wet,0.614606763,0.501346495,28.307142899999974,28.69999999999999,28.00999999999999,131.1,84.44571429,14.46714286,3.495714286
Oas,2024,36,Wet,0.691860982,0.574706752,28.374285699999973,29.089999999999975,27.789999999999964,62.62,83.79714286,16.56285714,4.487142857
Oas,2024,37,Wet,0.752834015,0.483006303,28.234285699999987,28.779999999999973,27.779999999999973,126.27,85.16857143,15.73428571,4.177142857
Oas,2024,38,Wet,0.74590261,0.600608944,27.475714299999964,27.769999999999982,27.139999999999986,96.6,87.15571429,13.19857143,3.638571429
Oas,2024,39,Wet,0.729812688,0.49154442,28.29428569999999,28.789999999999964,27.94999999999999,22.23,83.59857143,19.47428571,3.23
Oas,2024,40,Wet,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2024,41,Cool Dry,0.666972978,0.508241865,28.215714299999973,28.539999999999964,27.839999999999975,73.96,80.59714286,18.92714286,1.931428571
Oas,2024,42,Cool Dry,0.633277525,0.41539424,28.327142899999984,28.559999999999974,28.049999999999983,61.1,83.66857143,18.47571429,3.302857143
Oas,2024,43,Cool Dry,0.466526713,0.220223123,27.84857139999997,28.529999999999973,27.119999999999976,414.78,86.38857143,10.56714286,7.374285714
Oas,2024,44,Cool Dry,0.544343129,0.318077248,27.50142859999997,27.649999999999977,27.319999999999965,43.08,86.25142857,14.86142857,5.077142857
Oas,2024,45,Cool Dry,0.584708038,0.333041172,27.41857139999999,27.539999999999964,27.329999999999984,49.1,85.22285714,15.43285714,3.302857143
Oas,2024,46,Cool Dry,0.567376542,0.371826539,27.594285699999972,28.17999999999998,27.19999999999999,112.44,85.95285714,14.07285714,4.264285714
Oas,2024,47,Cool Dry,0.590367783,0.375505059,27.36571429999998,27.379999999999967,27.339999999999975,24.1,84.61428571,18.12,4.842857143
Oas,2024,48,Cool Dry,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2024,49,Dry,0.596947931,0.287341199,27.295714299999986,27.73999999999998,26.769999999999982,48.08,85.95285714,15.68857143,3.544285714
Oas,2024,50,Dry,0.556837366,0.286715137,27.444285699999966,27.639999999999986,27.149999999999977,202.2,88.45857143,12.02285714,5.541428571
Oas,2024,51,Dry,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Oas,2024,52,Dry,0.530308764,0.302967202,26.718571399999973,26.94999999999999,26.289999999999964,264.91,88.91714286,10.07428571,5.168571429
Pio Duran,2014,1,Dry,0.6916,0.4859,25.546,25.87,25.33,27.38,86.872,13.69,2.772
Pio Duran,2014,2,Dry,0.5542,0.4197,24.47,25.08,23.36,49.31,85.82571428571428,11.957142857142856,4.1085714285714285
Pio Duran,2014,3,Dry,0.5149,0.3637,23.33857143,24.3,22.29,81.21,88.25,9.39857142857143,4.718571428571429
Pio Duran,2014,4,Dry,0.666,0.4734,22.81,23.64,21.69,5.8100000000000005,82.54714285714286,14.195714285714288,3.575714285714285
Pio Duran,2014,5,Dry,0.5913,0.4383,24.26857143,26.02,22.97,17.57,82.43142857142857,15.725714285714286,3.18
Pio Duran,2014,7,Dry,0.6198,0.4488,25.76571429,26.44,25.31,1.48,82.78428571428572,19.345714285714283,2.1585714285714284
Pio Duran,2014,8,Dry,0.6333,0.4659,24.44571429,25.56,23.84,9.12,80.61142857142856,17.59714285714286,2.858571428571428
Pio Duran,2014,9,Dry,0.56,0.377,23.88,24.23,23.6,44.77,78.79142857142857,17.27285714285714,2.891428571428572
Pio Duran,2014,10,Hot Dry,0.561,0.3736,24.92857143,25.4,24.3,3.62,78.57857142857142,20.342857142857145,2.742857142857143
Pio Duran,2014,11,Hot Dry,0.5472,0.4002,24.89428571,25.11,24.61,9.04,78.07142857142857,21.09,2.617142857142857
