municipality,year,week,season,ndvi,evi,temperature,temperature_max,temperature_min,rainfall_total,humidity,solar_radiation,wind_speed
Ligao,2024,42,Cool Dry,0.802796111,0.585612539,28.038571399999967,28.22999999999999,27.809999999999974,70.08,85.32142857,18.47571429,1.834285714
Ligao,2024,43,Cool Dry,0.635759443,0.316904936,27.29142859999999,28.129999999999967,26.649999999999977,339.68,87.73142857,10.56714286,4.574285714
Ligao,2024,44,Cool Dry,0.810638108,0.490326315,27.241428599999978,27.68999999999997,26.899999999999977,43.66,87.92142857,14.86142857,3.014285714
Ligao,2024,45,Cool Dry,0.824239097,0.461466656,27.139999999999986,27.419999999999987,26.93999999999997,39.9,86.58857143,15.43285714,1.732857143
Ligao,2024,46,Cool Dry,0.778584654,0.608699418,27.50142859999997,28.289999999999964,26.799999999999983,65.07,86.59857143,14.07285714,2.187142857
Ligao,2024,47,Cool Dry,0.73616056,0.5223952,27.015714299999985,27.119999999999976,26.879999999999967,16.98,86.74857143,18.12,2.945714286
Ligao,2024,48,Cool Dry,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Ligao,2024,49,Dry,0.80753204,0.46530098,26.879999999999967,27.379999999999967,26.519999999999982,55.71,88.95,15.68857143,2.175714286
Ligao,2024,50,Dry,0.655258861,0.417235196,27.05142859999998,27.279999999999973,26.779999999999973,138.11,90.53571429,12.02285714,2.967142857
Ligao,2024,51,Dry,0.654196944,0.441842433,27.304074199999974,27.789184299999988,26.80108759999999,66.13170695,83.66242879,17.6666066,3.449504748
Ligao,2024,52,Dry,0.709101079,0.506718896,26.201428599999986,26.789999999999964,25.649999999999977,295.03,91.33428571,10.07428571,2.792857143
Malinao,2013,52,Dry,0.7086,0.4188,25.878,26.11,25.72,36.01,83.82000000000001,13.69,4.686
Malinao,2014,1,Dry,0.7101,0.4454,24.75571429,25.38,23.82,32.52,83.09714285714287,11.957142857142856,7.655714285714287
Malinao,2014,2,Dry,0.6488,0.3592,23.72285714,24.71,22.73,57.64,85.49714285714286,9.39857142857143,9.047142857142855
Malinao,2014,3,Dry,0.7164,0.3848,23.13714286,23.7,22.07,7.48,80.46571428571428,14.195714285714288,6.839999999999999
Malinao,2014,4,Dry,0.7208,0.398,24.45285714,25.85,23.29,16.490000000000002,82.40142857142858,15.725714285714286,5.957142857142856
Malinao,2014,5,Dry,0.7416,0.4514,26.07,26.3,25.86,0.69,81.75,19.345714285714283,3.4985714285714287
Malinao,2014,7,Dry,0.7378,0.4711,24.65285714,26.09,24.06,6.359999999999999,78.80285714285715,17.59714285714286,4.795714285714285
Malinao,2014,8,Dry,0.7667,0.4372,24.32714286,24.57,24.16,45.48,76.36857142857141,17.27285714285714,5.158571428571428
Malinao,2014,9,Dry,0.7624,0.4593,25.16714286,25.44,24.66,5.48,77.55,20.342857142857145,4.7700000000000005
Malinao,2014,10,Hot Dry,0.7728,0.4552,25.25142857,25.6,25.0,10.15,76.25142857142858,21.09,4.442857142857142
Malinao,2014,11,Hot Dry,0.7759,0.5054,25.92142857,26.45,25.37,56.4,80.78999999999999,17.43285714285714,6.011428571428572
Malinao,2014,12,Hot Dry,0.719,0.4752,25.92142857,26.22,25.4,57.54,79.07285714285715,19.078571428571426,6.091428571428572
Malinao,2014,13,Hot Dry,0.7018,0.5106,26.65714286,26.86,26.4,0.2,80.23285714285714,23.47714285714286,3.932857142857143
Malinao,2014,15,Hot Dry,0.7082,0.4875,26.87285714,27.17,26.59,13.14,79.03571428571429,20.73,4.532857142857143
